prompt_id,tier,family,nc_craft,nc_gpt4o,nc_gpt52
sheet__CF2,Simple,sheet,0.047474,0.013500,0.024100
sheet__CF3,Simple,sheet,0.016975,0.013400,0.026900
sheet__Cardboard,Simple,sheet,0.021514,0.139408,0.104900
sheet__DiBond,Simple,sheet,0.005857,0.040600,0.016100
sheet__DiBond6,Simple,sheet,0.006507,0.040400,0.015000
sheet__Foam20,Simple,sheet,0.075715,0.127800,
sheet__FoilTape,Simple,sheet,0.585219,0.002000,0.002800
sheet__MDF10,Simple,sheet,0.018552,0.014500,0.014300
sheet__MDF12,Simple,sheet,0.014100,0.014800,0.014100
sheet__MDF18,Simple,sheet,0.051300,0.027500,0.016300
sheet__MDF19,Simple,sheet,0.014600,0.014700,0.014600
sheet__MDF22,Simple,sheet,0.050679,0.026000,0.016800
sheet__MDF3,Simple,sheet,0.091224,0.027200,0.017400
sheet__MDF6,Simple,sheet,0.013100,0.014000,0.013100
sheet__PMMA10,Simple,sheet,0.014300,0.014500,0.014300
sheet__PMMA1p25,Simple,sheet,0.022235,0.026300,0.020100
sheet__PMMA2,Simple,sheet,0.016903,0.029200,0.021900
sheet__PMMA3,Simple,sheet,0.013700,0.013400,0.007600
sheet__PMMA6,Simple,sheet,0.031669,0.014000,0.013100
sheet__PMMA8,Simple,sheet,0.168900,0.004000,0.097000
sheet__Sellotape,Simple,sheet,0.014700,0.524309,0.552283
sheet__Silicone3,Simple,sheet,0.014873,0.013400,0.013947
sheet__Spring08,Simple,sheet,0.026066,0.081176,0.055086
sheet__Steel06,Simple,sheet,0.025384,0.013900,0.020100
sk_bracket__SK10,Medium,sk_bracket,0.307139,0.404101,0.435932
sk_bracket__SK12,Medium,sk_bracket,0.379951,0.315813,0.430889
sk_bracket__SK16,Medium,sk_bracket,0.388388,0.316233,0.247431
sk_bracket__SK8,Medium,sk_bracket,0.389517,0.329038,0.226164
smd__SOIC14,Medium,smd,0.758688,0.738806,0.930273
smd__SOIC16,Medium,smd,0.748356,0.754079,0.753241
smd__SOIC18,Medium,smd,0.854505,0.756711,0.759945
smd__SOIC8,Medium,smd,0.733109,0.719807,0.715882
smd__SOT223,Medium,smd,0.641258,0.668868,0.725541
smd__SOT23,Medium,smd,0.627888,0.603503,0.899911
smd__SOT23_6,Medium,smd,0.574984,0.615368,0.619049
smd__TSOT23_8,Medium,smd,0.679346,0.661016,0.653467
ssr__SSR10DA,Medium,ssr,0.538875,0.514800,0.493482
ssr__SSR25DA,Medium,ssr,0.541142,0.536900,0.490953
stepper_motor__NEMA14_36,Complex,stepper_motor,0.870436,0.388247,0.375909
stepper_motor__NEMA16_19,Complex,stepper_motor,0.802346,0.509848,0.494076
stepper_motor__NEMA17_27,Complex,stepper_motor,0.804666,0.457376,0.493133
stepper_motor__NEMA17_34,Complex,stepper_motor,0.856664,0.387715,
stepper_motor__NEMA17_40,Complex,stepper_motor,0.880324,0.343049,0.370346
stepper_motor__NEMA17_40L280,Complex,stepper_motor,0.377955,0.395155,0.393876
stepper_motor__NEMA17_47,Complex,stepper_motor,0.848167,0.363197,0.387797
stepper_motor__NEMA17_47L80,Complex,stepper_motor,0.386404,0.371542,0.421772
stepper_motor__NEMA23_51,Complex,stepper_motor,0.895890,0.389368,0.407233
stepper_motor__NEMA8_30,Complex,stepper_motor,0.805523,0.890252,0.490774
stepper_motor__NEMA8_30BH,Complex,stepper_motor,0.542888,0.863510,0.760893
swiss_clip__UKPFS1008_10,Medium,swiss_clip,0.386354,0.401536,
toggle__AP5236,Complex,toggle,0.572905,0.636105,0.546021
toggle__AP5236_pin,Complex,toggle,0.784022,0.758491,0.658443
toggle__CK7000_pin,Complex,toggle,0.814577,0.887792,0.641799
toggle__CK7000_tag,Complex,toggle,0.732625,0.878638,0.679263
toggle__CK7101,Complex,toggle,0.594829,0.626036,0.602948
toggle__CK7105,Complex,toggle,0.612150,0.690294,0.465640
toggle__MS332F,Complex,toggle,0.543986,0.618415,0.559081
toggle__MS332F_pin,Complex,toggle,0.743164,0.859181,0.710125
transformer__CCM300,Medium,transformer,0.223401,0.286928,0.642222
transformer__SMALLTX,Medium,transformer,0.566438,0.400932,0.408448
tubing__CARBONFIBER10,Medium,tubing,0.963794,0.189803,0.071120
tubing__HSHRNK100,Medium,tubing,,0.226574,0.394977
tubing__HSHRNK16,Medium,tubing,0.962338,0.245646,0.453040
tubing__HSHRNK24,Medium,tubing,0.958721,0.238410,0.485024
tubing__HSHRNK32,Medium,tubing,0.902947,0.262588,0.325480
tubing__HSHRNK64,Medium,tubing,0.962546,0.195902,0.393139
tubing__NEOP85,Medium,tubing,0.386416,0.154189,0.403012
tubing__PF7,Medium,tubing,0.942189,0.114571,0.191759
tubing__PTFE07,Medium,tubing,0.930477,0.153618,0.211847
tubing__PTFE20,Medium,tubing,0.953864,0.128957,0.189748
tubing__PTFE2_3,Medium,tubing,0.961542,0.085907,0.188106
tubing__PTFE2_4,Medium,tubing,0.989143,0.084485,0.089454
tubing__PTFE4_6,Medium,tubing,0.943564,0.076048,0.198275
tubing__PVC64,Medium,tubing,0.931790,0.209592,0.251809
tubing__PVC85,Medium,tubing,0.938647,0.155936,0.321691
tubing__STFE4_3p2_CLR,Medium,tubing,0.964731,0.261091,0.299147
tubing__STFE4_6p4_CLR,Medium,tubing,0.972386,0.177360,0.226849
variac__DURATRAKV5HM,Medium,variac,0.469053,0.561532,0.500155
variac__RAVISTAT1F1,Medium,variac,0.479210,0.679060,0.418527
washer__M2_washer,Simple,washer,0.867566,0.950789,0.868570
washer__M2p5_washer,Simple,washer,0.812467,0.955444,0.806251
washer__M3_penny_washer,Simple,washer,0.871012,0.965932,0.870619
washer__M3_rubber_washer,Simple,washer,0.724535,0.968956,0.738525
washer__M3_washer,Simple,washer,0.506314,0.956194,0.833299
washer__M3p5_washer,Simple,washer,0.851113,0.955233,0.851504
washer__M4_penny_washer,Simple,washer,0.875433,0.968769,0.875034
washer__M4_washer,Simple,washer,0.791185,0.961576,0.790592
washer__M5_penny_washer,Simple,washer,0.858029,0.970353,0.863022
washer__M5_washer,Simple,washer,0.750094,0.961335,0.750987
washer__M6_penny_washer,Simple,washer,0.885634,0.974668,0.883939
washer__M6_washer,Simple,washer,0.721670,0.963108,0.718473
washer__M8_penny_washer,Simple,washer,0.755377,0.970491,0.891545
washer__M8_washer,Simple,washer,0.761692,0.964372,0.762596
