prompt_id,tier,family,prompt_text,clip_craft,clip_gpt4o,clip_gpt52,clip_gt
linear_bearing__LM12UU,Medium,linear_bearing,A linear bearing with 12.0mm bore; 21.0mm outer diameter; and 30.0mm length,0.205104,0.205973,0.209452,0.217548
linear_bearing__LM16LUU,Medium,linear_bearing,A long linear bearing with 16.0mm bore; 28.0mm outer diameter; and 70.0mm length,0.207944,0.213376,0.209672,0.232924
linear_bearing__LM16UU,Medium,linear_bearing,A linear bearing with 16.0mm bore; 28.0mm outer diameter; and 37.0mm length,0.208434,0.205819,0.216320,0.223669
linear_bearing__LM16UUOP,Medium,linear_bearing,A linear bearing with 16.0mm bore; 28.0mm outer diameter; and 37.0mm length,0.214248,0.205819,0.202273,0.211690
linear_bearing__LM3LUU,Medium,linear_bearing,A long linear bearing with 3.0mm bore; 7.0mm outer diameter; and 19.0mm length,0.196408,0.195116,0.199604,0.221425
linear_bearing__LM3UU,Medium,linear_bearing,A linear bearing with 3.0mm bore; 7.0mm outer diameter; and 10.0mm length,0.197501,0.195965,0.193737,0.225163
linear_bearing__LM4LUU,Medium,linear_bearing,A long linear bearing with 4.0mm bore; 8.0mm outer diameter; and 23.0mm length,0.218542,0.194402,0.198519,0.224623
linear_bearing__LM4UU,Medium,linear_bearing,A linear bearing with 4.0mm bore; 8.0mm outer diameter; and 12.0mm length,0.197124,0.202452,0.193856,0.222060
linear_bearing__LM5LUU,Medium,linear_bearing,A long linear bearing with 5.0mm bore; 10.0mm outer diameter; and 28.0mm length,0.207635,0.200308,0.197816,0.227748
linear_bearing__LM5UU,Medium,linear_bearing,A linear bearing with 5.0mm bore; 10.0mm outer diameter; and 15.0mm length,0.195683,0.202915,0.196163,0.218405
linear_bearing__LM6LUU,Medium,linear_bearing,A long linear bearing with 6.0mm bore; 12.0mm outer diameter; and 35.0mm length,0.210734,0.199929,0.197558,0.236197
linear_bearing__LM6UU,Medium,linear_bearing,A linear bearing with 6.0mm bore; 12.0mm outer diameter; and 19.0mm length,0.200429,0.186298,0.200316,0.219874
linear_bearing__LM8LUU,Medium,linear_bearing,A long linear bearing with 8.0mm bore; 15.0mm outer diameter; and 45.0mm length,0.211794,0.205394,0.204393,0.236275
linear_bearing__LM8UU,Medium,linear_bearing,A linear bearing with 8.0mm bore; 15.0mm outer diameter; and 24.0mm length,0.197256,0.201877,0.205052,0.219152
magnet__MAG484,Simple,magnet,A magnet: Magnet,0.212025,0.205216,0.195066,0.209544
magnet__MAG5x8,Simple,magnet,A magnet: Magnet,0.220072,0.205216,0.211090,0.201188
magnet__MAG8x4x4p2,Simple,magnet,A permanent magnet; 8.0mm diameter; 4.2mm tall,0.228498,0.212454,0.213694,0.247422
magnet__MAGRE6x2p5,Simple,magnet,A magnet: Radial encoder magnet,0.181724,0.206093,0.166371,0.208279
mains_socket__Contactum,Medium,mains_socket,A mains socket: Old and unswitched,0.178178,0.148191,0.160088,0.244697
mains_socket__MKLOGIC,Medium,mains_socket,A mains socket: Screwfix; switched,0.169008,0.130523,0.186284,0.235463
mains_socket__PMS9143A,Medium,mains_socket,A mains socket: Screwfix Essential unswitched.,0.160889,0.117767,0.193489,0.242195
nut__M2_nut,Medium,nut,A hex nut for 2.0mm screws; 4.9mm across flats; and 1.6mm thick,0.208418,0.259023,0.248332,0.235703
nut__M2p5_nut,Medium,nut,A hex nut for 2.5mm screws; 5.8mm across flats; and 2.2mm thick,0.250189,0.250192,0.258292,0.235632
nut__M3_hammer_nut,Medium,nut,A T-slot nut for 3.0mm screws; 6.0mm across flats; and 2.75mm thick,0.223951,0.214469,0.232201,0.214968
nut__M3_nut,Medium,nut,A hex nut for 3.0mm screws; 6.4mm across flats; and 2.4mm thick,0.235532,0.257814,0.257501,0.223149
nut__M3_sliding_t_nut,Medium,nut,A T-slot nut for 3.0mm screws; 6.0mm across flats; and 3.0mm thick,0.242150,0.219002,0.237091,0.227221
nut__M3nS_thin_nut,Medium,nut,A thin hex nut for 3.0mm screws; 5.5mm across flats; and 1.8mm thick,0.227171,0.268679,0.257633,0.231351
nut__M4_hammer_nut,Medium,nut,A T-slot nut for 4.0mm screws; 6.0mm across flats; and 3.25mm thick,0.228273,0.207305,0.200445,0.202262
nut__M4_nut,Medium,nut,A hex nut for 4.0mm screws; 8.1mm across flats; and 3.2mm thick,0.242888,0.200836,0.268133,0.229632
nut__M4_sliding_t_nut,Medium,nut,A T-slot nut for 4.0mm screws; 6.0mm across flats; and 3.7mm thick,0.171323,0.172802,0.204200,0.203117
nut__M4_weld_nut,Medium,nut,A hex nut for 4.0mm screws; 5.3mm across flats; and 6.3mm thick,0.198492,0.198489,0.221860,0.213091
nut__M4_wingnut,Medium,nut,A wing nut for 4.0mm screws; 10.0mm across flats; and 3.75mm thick,0.217023,0.222910,0.237794,0.221019
nut__M4nS_thin_nut,Medium,nut,A thin hex nut for 4.0mm screws; 7.0mm across flats; and 2.2mm thick,0.232748,0.256482,0.261479,0.232556
nut__M5_nut,Medium,nut,A hex nut for 5.0mm screws; 9.2mm across flats; and 4.0mm thick,0.227320,0.188617,0.261176,0.229103
nut__M5_sliding_t_nut,Medium,nut,A T-slot nut for 5.0mm screws; 6.0mm across flats; and 3.7mm thick,0.219080,0.160520,0.187867,0.215070
nut__M5nS_thin_nut,Medium,nut,A thin hex nut for 5.0mm screws; 8.0mm across flats; and 2.7mm thick,0.241600,0.236059,0.262720,0.238434
nut__M6_half_nut,Medium,nut,A hex nut for 6.0mm screws; 11.5mm across flats; and 3.0mm thick,0.263206,0.251837,0.276423,0.270339
nut__M6_nut,Medium,nut,A hex nut for 6.0mm screws; 11.5mm across flats; and 5.0mm thick,0.222354,0.189170,0.266762,0.228732
nut__M6_sliding_t_nut,Medium,nut,A T-slot nut for 6.0mm screws; 8.0mm across flats; and 6.6mm thick,0.181386,0.203386,0.195943,0.213348
nut__M6_weld_nut,Medium,nut,A hex nut for 6.0mm screws; 7.7mm across flats; and 7.9mm thick,0.192616,0.195940,0.210483,0.206913
nut__M6nS_thin_nut,Medium,nut,A thin hex nut for 6.0mm screws; 10.0mm across flats; and 3.2mm thick,0.259445,0.197146,0.270548,0.245326
nut__M8_nut,Medium,nut,A hex nut for 8.0mm screws; 15.0mm across flats; and 6.5mm thick,0.256491,0.261389,0.265907,0.227488
nut__M8nS_thin_nut,Medium,nut,A thin hex nut for 8.0mm screws; 13.0mm across flats; and 4.0mm thick,0.264039,0.196962,0.269578,0.249993
panel_meter__DSN_VC288,Complex,panel_meter,A panel meter: DSN- DC 100V 10A Voltmeter ammeter,0.178299,0.118211,0.171248,0.135547
panel_meter__DSP5005,Complex,panel_meter,A panel meter: Ruideng Power supply module,0.199463,0.192900,0.159260,0.186629
panel_meter__PZEM001,Complex,panel_meter,A panel meter: Peacefair PZEM-001 AC digital multi-function meter,0.169735,0.152760,0.150521,0.176941
panel_meter__PZEM021,Complex,panel_meter,A panel meter: Peacefair PZEM-021 AC digital multi-function meter,0.148964,0.170235,0.158949,0.170130
pcb__ArduinoLeonardo,Complex,pcb,A microcontroller development board; 68.58mm x 53.34mm; 1.6mm thick,0.184229,0.192243,0.192243,0.210568
pcb__ArduinoUno3,Complex,pcb,A microcontroller development board; 68.58mm x 53.34mm; 1.6mm thick,0.227744,0.192243,0.192243,0.206215
pcb__BTT_RELAY_V1_2,Complex,pcb,A 3D printer mainboard; 80.4mm x 36.3mm; 1.5mm thick,0.229344,0.199039,0.199039,0.207911
pcb__BTT_SKR_E3_TURBO,Complex,pcb,A 3D printer mainboard; 102.0mm x 90.25mm; 1.6mm thick,0.231890,0.186759,0.189109,0.203316
pcb__BTT_SKR_MINI_E3_V2_0,Complex,pcb,A 3D printer mainboard; 100.75mm x 70.25mm; 1.6mm thick,0.227278,0.197046,0.197046,0.199639
pcb__BTT_SKR_V1_4_TURBO,Complex,pcb,A 3D printer mainboard; 110.0mm x 85.0mm; 1.6mm thick,0.215336,0.193144,0.193144,0.195240
pcb__Duex2,Complex,pcb,A 3D printer control board; 123.0mm x 100.0mm; 1.6mm thick,0.235163,0.188637,0.188637,0.247451
pcb__Duex5,Complex,pcb,A 3D printer control board; 123.0mm x 100.0mm; 1.6mm thick,0.251171,0.188637,0.188637,0.248389
pcb__ESP_01,Complex,pcb,A printed circuit board; 24.8mm x 14.6mm; 1.0mm thick,0.222097,0.186614,0.186614,0.252792
pcb__ESP_01M,Complex,pcb,A printed circuit board; 18.0mm x 18.0mm; 0.8mm thick,0.221091,0.185749,0.185749,0.197526
pcb__EnviroPlus,Complex,pcb,A environmental sensor board; 65.0mm x 30.6mm; 1.6mm thick,0.207054,0.221404,0.221404,0.245804
pcb__Ethernet,Complex,pcb,A 3D printer control board; 33.8mm x 37.5mm; 1.6mm thick,0.229427,0.181963,0.181948,0.218034
pcb__HW803_1WAY_RELAY,Complex,pcb,A relay module; 50.0mm x 26.0mm; 1.6mm thick,0.236995,0.185838,0.236110,0.238819
pcb__KY_040,Complex,pcb,A rotary encoder breakout board; 26.3mm x 19.5mm; 1.6mm thick,0.161276,0.149442,0.194921,0.247868
pcb__Keyes5p1,Complex,pcb,A microcontroller development board; 68.58mm x 53.34mm; 1.6mm thick,0.191521,0.192243,0.192232,0.238017
pcb__Melzi,Complex,pcb,A 3D printer control board; 203.2mm x 49.53mm; 1.6mm thick,0.219273,0.178815,0.178815,0.210202
pcb__PI_IO,Complex,pcb,A printed circuit board; 35.56mm x 25.4mm; 1.6mm thick,0.202168,0.181666,0.181666,0.221206
pcb__PSU12V1A,Complex,pcb,A power supply board; 67.0mm x 31.0mm; 1.7mm thick,0.236652,0.213040,0.202684,0.222114
pcb__RAMPSEndstop,Complex,pcb,A printed circuit board; 40.0mm x 16.0mm; 1.6mm thick,0.245250,0.193044,0.193044,0.198612
pcb__RPI0,Complex,pcb,A single-board computer; 65.0mm x 30.0mm; 1.4mm thick,0.204735,0.230356,0.230356,0.224963
pcb__RPI3,Complex,pcb,A single-board computer; 85.0mm x 56.0mm; 1.4mm thick,0.223128,0.221978,0.221978,0.199913
pcb__RPI3A,Complex,pcb,A single-board computer; 65.0mm x 56.0mm; 1.4mm thick,0.225914,0.216305,0.216305,0.204176
pcb__RPI4,Complex,pcb,A single-board computer; 85.0mm x 56.0mm; 1.4mm thick,0.237797,0.221978,0.221978,0.199752
pcb__RPI_Pico,Complex,pcb,A single-board computer; 51.0mm x 21.0mm; 1.6mm thick,0.237203,0.221229,0.221229,0.222864
pcb__TMC2130,Complex,pcb,A stepper motor driver board; 20.0mm x 14.0mm; 1.6mm thick,0.245961,0.157549,0.242905,0.240480
pcb__TP4056,Complex,pcb,A battery charger module; 26.2mm x 17.5mm; 1.0mm thick,0.212342,0.173235,0.216121,0.224898
pcb__WD2002SJ,Complex,pcb,A DC-DC power converter module; 78.0mm x 47.0mm; 1.6mm thick,0.225146,0.174009,0.157848,0.203109
pcb__XIAO,Complex,pcb,A printed circuit board; 21.0mm x 18.0mm; 1.2mm thick,0.217840,0.176408,0.176408,0.226850
pcb__ZC_A0591,Complex,pcb,A motor driver module; 35.0mm x 32.0mm; 1.6mm thick,0.202015,0.156321,0.244965,0.226346
photo_interrupter__PH1,Simple,photo_interrupter,A photo interrupter,0.128326,0.131580,0.121715,0.108502
pillar__M2x16_brass_pillar,Medium,pillar,A standoff pillar; 2.0mm thread; 16.0mm long; 3.17mm diameter,0.233590,0.244032,0.244032,0.282875
pillar__M3x10_nylon_hex_pillar,Medium,pillar,A standoff pillar; 3.0mm thread; 10.0mm long; Nonemm diameter,0.211903,0.227639,0.237279,0.253418
pillar__M3x13_hex_pillar,Medium,pillar,A standoff pillar; 3.0mm thread; 13.0mm long; Nonemm diameter,0.227858,0.229028,0.231919,0.276636
pillar__M3x20_hex_pillar,Medium,pillar,A standoff pillar; 3.0mm thread; 20.0mm long; Nonemm diameter,0.233160,0.246727,0.234979,0.286247
pillar__M3x20_nylon_hex_pillar,Medium,pillar,A standoff pillar; 3.0mm thread; 20.0mm long; Nonemm diameter,0.267264,0.246727,0.234979,0.255588
pillar__M3x20_nylon_pillar,Medium,pillar,A standoff pillar; 3.0mm thread; 20.0mm long; 8.0mm diameter,0.242473,0.251742,0.251742,0.272951
pillar__M3x6_hex_pillar,Medium,pillar,A standoff pillar; 3.0mm thread; 6.0mm long; Nonemm diameter,0.197747,0.225471,0.246130,0.256048
pillar__M4x17_nylon_pillar,Medium,pillar,A standoff pillar; 4.0mm thread; 20.0mm long; 8.0mm diameter,0.239699,0.250510,0.250507,0.272309
pillow_block__KP000,Medium,pillow_block,A pillow block bearing for 10.0mm shaft; 67.0mm x 53.0mm base,0.246870,0.255192,0.231977,0.279552
pillow_block__KP001,Medium,pillow_block,A pillow block bearing for 12.0mm shaft; 71.0mm x 56.0mm base,0.239120,0.209872,0.261504,0.281789
pillow_block__KP08_15,Medium,pillow_block,A pillow block bearing for 8.0mm shaft; 55.0mm x 42.0mm base,,0.239736,0.265524,0.279837
pillow_block__KP08_18,Medium,pillow_block,A pillow block bearing for 8.0mm shaft; 55.0mm x 42.0mm base,0.196646,0.216019,0.261584,0.280233
potentiometer__BTT_encoder,Complex,potentiometer,A potentiometer: [12; 11; 6; 0.5],0.210757,0.213750,0.251351,0.213893
potentiometer__KY_040_encoder,Complex,potentiometer,A potentiometer: [12; 12; 6.5; 1.0],0.201842,0.216885,0.231272,0.209729
pulley__GT2x12_pulley,Complex,pulley,A timing pulley with 12 teeth and 7.15mm pitch diameter,0.205372,0.182814,0.243127,0.267211
pulley__GT2x16_plain_idler,Complex,pulley,A pulley,0.203764,0.215223,0.226619,0.240232
pulley__GT2x16_pulley,Complex,pulley,A timing pulley with 16 teeth and 9.75mm pitch diameter,0.257415,0.222579,0.175765,0.251903
pulley__GT2x16_pulley_9,Complex,pulley,A timing pulley with 16 teeth and 9.65mm pitch diameter,0.191955,0.207041,0.187632,0.259987
pulley__GT2x16_toothed_idler,Complex,pulley,A timing pulley with 16 teeth and 9.75mm pitch diameter,0.225066,0.180492,0.183364,0.273989
pulley__GT2x16_toothed_idler_9,Complex,pulley,A timing pulley with 16 teeth and 9.75mm pitch diameter,0.223385,0.210128,0.258017,0.252146
pulley__GT2x16x7_plain_idler,Complex,pulley,A pulley,0.213895,0.215900,0.196282,0.238936
pulley__GT2x20_plain_idler,Complex,pulley,A pulley,0.223257,0.217548,0.228353,0.243331
pulley__GT2x20_pulley_9,Complex,pulley,A timing pulley with 20 teeth and 12.22mm pitch diameter,0.203260,0.219963,0.184185,0.261295
pulley__GT2x20_toothed_idler,Complex,pulley,A timing pulley with 20 teeth and 12.22mm pitch diameter,0.206995,0.186321,0.204595,0.288939
pulley__GT2x20_toothed_idler_9,Complex,pulley,A timing pulley with 20 teeth and 12.22mm pitch diameter,0.215818,0.186321,0.179722,0.260861
pulley__GT2x20ob_pulley,Complex,pulley,A timing pulley with 20 teeth and 12.22mm pitch diameter,,0.186328,0.184382,0.263698
pulley__GT2x20um_pulley,Complex,pulley,A timing pulley with 20 teeth and 12.22mm pitch diameter,0.151656,0.186321,0.184437,0.281745
pulley__GT2x80_pulley,Complex,pulley,A timing pulley with 80 teeth and 50.42mm pitch diameter,0.267602,0.209496,0.297338,0.285706
pulley__T2p5x16_pulley,Complex,pulley,A timing pulley with 16 teeth and 12.16mm pitch diameter,0.236690,0.197849,0.176661,0.259044
pulley__T5x10_pulley,Complex,pulley,A timing pulley with 10 teeth and 15.0mm pitch diameter,0.239668,0.203676,0.210186,0.257977
radial__ACT1100,Medium,radial,A radial: [20.4; 10.8; 5.3; 1],0.214925,0.177899,0.205759,0.164162
radial__ACT1700,Medium,radial,A radial: [10.8; 10.8; 5.3; 1],0.203433,0.226338,0.186046,0.175038
radial__ATX_CM_CHOKE,Medium,radial,A radial: [17.4; 11.4; 9; 0.5],0.197175,0.212846,0.193856,0.157696
radial__C_002RX,Medium,radial,A radial: [ 2.0; 0; 6],0.227226,0.218510,0.219275,0.208031
radial__HC49,Medium,radial,A radial: [10.5; 3.7; 13.5],0.189941,0.181782,0.212048,0.175130
radial__HC49_4H,Medium,radial,A radial: [10.5; 3.7; 3.5],0.175387,0.219766,0.200846,0.163422
rail__HGH15CA,Simple,rail,A miniature linear guide rail; 15.0mm wide; 15.0mm tall; 100mm long,0.227626,0.211473,0.226343,0.261328
rail__HGH20CA,Simple,rail,A miniature linear guide rail; 20.0mm wide; 17.5mm tall; 100mm long,0.194001,0.190374,0.209096,0.248833
rail__MGN12,Simple,rail,A miniature linear guide rail; 12.0mm wide; 8.0mm tall; 100mm long,0.271273,0.219708,0.248344,0.248370
rail__MGN15,Simple,rail,A miniature linear guide rail; 15.0mm wide; 10.0mm tall; 100mm long,0.253993,0.203057,0.245945,0.261787
rail__MGN5,Simple,rail,A miniature linear guide rail; 5.0mm wide; 3.6mm tall; 100mm long,0.227261,0.223189,0.215936,0.255458
rail__MGN7,Simple,rail,A miniature linear guide rail; 7.0mm wide; 5.0mm tall; 100mm long,0.266628,0.217443,0.214504,0.262431
rail__MGN9,Simple,rail,A miniature linear guide rail; 9.0mm wide; 6.0mm tall; 100mm long,0.261157,0.206245,0.216589,0.258612
rail__SSR15,Simple,rail,A miniature linear guide rail; 15.0mm wide; 12.5mm tall; 100mm long,0.203961,0.227681,0.253198,0.257963
ring_terminal__M3_ringterm,Complex,ring_terminal,A ring terminal,0.181290,0.221218,0.193354,0.208878
ring_terminal__M3_ringterm_crimp,Complex,ring_terminal,A ring terminal,0.200326,0.201251,0.209331,0.217983
ring_terminal__M3_ringterm_cs,Complex,ring_terminal,A ring terminal,0.183486,0.201671,0.177634,0.208878
rod_end__RE_m5_bearing,Complex,rod_end,A rod end: uxcell M5x0.8 Right Hand Thread; Self-Lubricating Joint Rod Ends,0.213041,0.177942,0.221877,0.214647
screw__M2_cap_screw,Complex,screw,A socket head cap screw with 2.0mm diameter and 3.8mm head diameter; head height 2.0mm; 10mm long,0.237514,0.254689,0.240486,0.277027
screw__M2_cs_cap_screw,Complex,screw,A socket head cap screw with 2.0mm diameter and 3.8mm head diameter; 10mm long,0.244993,,0.267235,0.272899
screw__M2_dome_screw,Complex,screw,A dome head screw with 2.0mm diameter and 3.5mm head diameter; head height 1.3mm; 10mm long,0.265438,0.205920,0.221438,0.236123
screw__M2p5_cap_screw,Complex,screw,A socket head cap screw with 2.5mm diameter and 4.5mm head diameter; head height 2.5mm; 10mm long,0.237503,0.253221,0.259532,0.269910
screw__M2p5_dome_screw,Complex,screw,A dome head screw with 2.5mm diameter and 5.35mm head diameter; head height 1.6mm; 10mm long,0.286486,0.193276,0.228763,0.251764
screw__M2p5_pan_screw,Complex,screw,A pan head screw with 2.5mm diameter and 4.7mm head diameter; head height 1.7mm; 10mm long,0.263640,0.234818,0.237737,0.222701
screw__M3_cap_screw,Complex,screw,A socket head cap screw with 3.0mm diameter and 5.5mm head diameter; head height 3.0mm; 10mm long,0.249563,0.244821,0.246878,0.273463
screw__M3_cs_cap_screw,Complex,screw,A socket head cap screw with 3.0mm diameter and 6.0mm head diameter; 10mm long,0.292776,0.264534,0.267452,0.286365
screw__M3_dome_screw,Complex,screw,A dome head screw with 3.0mm diameter and 5.7mm head diameter; head height 1.65mm; 10mm long,0.269731,0.186611,0.217715,0.246378
screw__M3_grub_screw,Complex,screw,A screw: M3 grub,0.215817,0.201685,0.211280,0.207456
screw__M3_hex_screw,Complex,screw,A hex head screw with 3.0mm diameter and 6.4mm head diameter; head height 2.125mm; 10mm long,0.221942,0.237302,0.226486,0.233010
screw__M3_low_cap_screw,Complex,screw,A socket head cap screw with 3.0mm diameter and 5.5mm head diameter; head height 2.0mm; 10mm long,0.230735,0.251507,0.260029,0.271319
screw__M3_pan_screw,Complex,screw,A pan head screw with 3.0mm diameter and 5.4mm head diameter; head height 2.0mm; 10mm long,0.231375,0.236376,0.229021,0.217777
screw__M3_shoulder_screw,Complex,screw,A screw with 4.0mm diameter and 7.0mm head diameter; head height 2.4mm; 10mm long,0.243056,0.258257,0.253825,0.275525
screw__M4_cap_screw,Complex,screw,A socket head cap screw with 4.0mm diameter and 7.0mm head diameter; head height 4.0mm; 10mm long,0.232753,0.249908,0.244524,0.265353
screw__M4_cs_cap_screw,Complex,screw,A socket head cap screw with 4.0mm diameter and 8.0mm head diameter; 10mm long,0.292240,0.268554,0.273386,0.285272
screw__M4_dome_screw,Complex,screw,A dome head screw with 4.0mm diameter and 7.6mm head diameter; head height 2.2mm; 10mm long,0.214489,0.234032,0.227811,0.248888
screw__M4_grub_screw,Complex,screw,A screw: M4 grub,0.208200,0.197138,0.203747,0.213950
screw__M4_hex_screw,Complex,screw,A hex head screw with 4.0mm diameter and 8.1mm head diameter; head height 2.925mm; 10mm long,0.243513,0.226933,0.224800,0.232723
screw__M4_pan_screw,Complex,screw,A pan head screw with 4.0mm diameter and 7.8mm head diameter; head height 3.3mm; 10mm long,0.260794,0.236378,0.216633,0.223034
screw__M4_shoulder_screw,Complex,screw,A screw with 5.0mm diameter and 9.0mm head diameter; head height 2.4mm; 10mm long,0.298033,0.257710,0.257710,0.277995
screw__M5_cap_screw,Complex,screw,A socket head cap screw with 5.0mm diameter and 8.5mm head diameter; head height 5.0mm; 10mm long,0.244830,0.241327,0.251615,0.259160
screw__M5_cs_cap_screw,Complex,screw,A socket head cap screw with 5.0mm diameter and 10.0mm head diameter; 10mm long,0.262196,0.265146,0.272506,0.279842
screw__M5_dome_screw,Complex,screw,A dome head screw with 5.0mm diameter and 9.5mm head diameter; head height 2.75mm; 10mm long,0.269586,0.212482,0.223560,0.238893
screw__M5_grub_screw,Complex,screw,A screw: M5 grub,0.193097,0.197347,0.213299,0.213491
screw__M5_hex_screw,Complex,screw,A hex head screw with 5.0mm diameter and 9.2mm head diameter; head height 3.65mm; 10mm long,0.218046,0.219814,0.219541,0.232331
screw__M5_pan_screw,Complex,screw,A pan head screw with 5.0mm diameter and 10.0mm head diameter; head height 3.95mm; 10mm long,0.255926,0.228010,0.230173,0.220695
screw__M6_cap_screw,Complex,screw,A socket head cap screw with 6.0mm diameter and 10.0mm head diameter; head height 6.0mm; 10mm long,0.256731,0.243641,0.251302,0.268574
screw__M6_cs_cap_screw,Complex,screw,A socket head cap screw with 6.0mm diameter and 12.0mm head diameter; 10mm long,0.298053,0.252606,0.245010,0.275895
screw__M6_dome_screw,Complex,screw,A dome head screw with 6.0mm diameter and 10.5mm head diameter; head height 3.3mm; 10mm long,0.194973,0.204344,0.216570,0.238549
screw__M6_grub_screw,Complex,screw,A screw: M6 grub,0.211643,0.201004,0.187797,0.204699
screw__M6_hex_screw,Complex,screw,A hex head screw with 6.0mm diameter and 11.5mm head diameter; head height 4.15mm; 10mm long,0.254286,0.221423,0.215524,0.225951
screw__M6_pan_screw,Complex,screw,A pan head screw with 6.0mm diameter and 12.0mm head diameter; head height 4.75mm; 10mm long,0.236991,0.224159,0.225767,0.222526
screw__M8_cap_screw,Complex,screw,A socket head cap screw with 8.0mm diameter and 13.0mm head diameter; head height 8.0mm; 10mm long,0.240714,0.239963,0.224226,0.265220
screw__M8_cs_cap_screw,Complex,screw,A socket head cap screw with 8.0mm diameter and 16.0mm head diameter; 10mm long,0.261387,0.253008,0.238699,0.274205
screw__M8_dome_screw,Complex,screw,A dome head screw with 8.0mm diameter and 14.0mm head diameter; head height 4.4mm; 10mm long,0.158947,0.179158,0.187675,0.235755
screw__M8_hex_screw,Complex,screw,A hex head screw with 8.0mm diameter and 15.0mm head diameter; head height 5.65mm; 10mm long,0.211764,0.211254,0.205401,0.220200
screw__No2_screw,Complex,screw,A pan head screw with 2.2mm diameter and 4.2mm head diameter; head height 1.7mm; 10mm long,0.209459,0.237024,0.234651,0.215126
screw__No4_screw,Complex,screw,A pan head screw with 3.0mm diameter and 5.5mm head diameter; head height 2.0mm; 10mm long,0.280453,0.235083,0.218671,0.216428
screw__No632_pan_screw,Complex,screw,A pan head screw with 3.5mm diameter and 6.9mm head diameter; head height 2.5mm; 10mm long,0.275357,0.237024,0.239685,0.214321
screw__No6_cs_screw,Complex,screw,A screw with 3.5mm diameter and 7.0mm head diameter; 10mm long,0.286986,0.252695,0.262274,0.279007
screw__No6_screw,Complex,screw,A pan head screw with 3.5mm diameter and 6.7mm head diameter; head height 2.2mm; 10mm long,0.268224,0.241236,0.242024,0.215901
screw__No8_screw,Complex,screw,A pan head screw with 4.2mm diameter and 8.2mm head diameter; head height 3.05mm; 10mm long,0.276693,0.235891,0.212038,0.217315
servo_motor__Lichuan_M01330_80ST,Medium,servo_motor,A servo motor: Lichuan -80M01330B,0.185518,0.150318,0.220661,0.246938
servo_motor__Lichuan_M02430_80ST,Medium,servo_motor,A servo motor: Lichuan -80M02430B,0.221409,0.144126,0.210398,0.259689
servo_motor__Lichuan_M03530_80ST,Medium,servo_motor,A servo motor: Lichuan -80M03530B,0.221168,0.152960,0.163468,0.254495
servo_motor__Lichuan_M04030_80ST,Medium,servo_motor,A servo motor: Lichuan -80M04030B,0.200642,0.186437,0.197008,0.253850
shaft_coupling__SC_5x8_rigid,Medium,shaft_coupling,A rigid shaft coupling; 5.0mm to 8.0mm bore; 12.5mm outer diameter; 25.0mm long,0.261472,0.217750,0.272769,0.257434
shaft_coupling__SC_6x8_flex,Medium,shaft_coupling,A flexible shaft coupling; 6.0mm to 8.0mm bore; 19.0mm outer diameter; 25.0mm long,0.220503,0.208650,0.202527,0.253474
sheet__AL1_6,Simple,sheet,A sheet: Aluminium tooling plate,0.277454,0.226389,0.234034,0.166850
sheet__AL2,Simple,sheet,A sheet: Aluminium tooling plate,0.270280,0.228490,0.240155,0.162912
sheet__AL3,Simple,sheet,A sheet: Aluminium tooling plate,0.279022,0.226389,0.240155,0.163097
sheet__AL6,Simple,sheet,A sheet: Aluminium tooling plate,0.267699,0.228490,0.245298,0.166574
sheet__AL8,Simple,sheet,A sheet: Aluminium tooling plate,0.281945,0.228490,0.247140,0.167704
sheet__CF1,Simple,sheet,A sheet: Sheet carbon fiber,,0.202302,0.231861,0.179395
sheet__CF2,Simple,sheet,A sheet: Sheet carbon fiber,0.225160,0.202302,0.189919,0.162168
sheet__CF3,Simple,sheet,A sheet: Sheet carbon fiber,0.215768,0.202302,0.189919,0.168780
sheet__Cardboard,Simple,sheet,A sheet: Corrugated cardboard,0.214653,0.219049,0.185909,0.193237
sheet__DiBond,Simple,sheet,A sheet: Sheet DiBond,0.213151,0.223154,0.225944,0.200016
sheet__DiBond6,Simple,sheet,A sheet: Sheet DiBond,0.218511,0.223154,0.225944,0.199055
sheet__Foam20,Simple,sheet,A sheet: Foam sponge,0.246619,0.268098,0.220594,0.212254
sheet__FoilTape,Simple,sheet,A sheet: Aluminium foil tape,0.215313,0.192844,0.209273,0.185916
sheet__MDF10,Simple,sheet,A sheet,0.211206,0.223309,0.223309,0.194611
sheet__MDF12,Simple,sheet,A sheet,0.218293,0.223309,0.223309,0.193574
sheet__MDF18,Simple,sheet,A sheet: Sheet MDF,0.256821,0.246004,0.246162,0.204937
sheet__MDF19,Simple,sheet,A sheet,0.218293,0.223309,0.223309,0.193295
sheet__MDF22,Simple,sheet,A sheet: Sheet MDF,0.242970,0.246004,0.246162,0.202974
sheet__MDF3,Simple,sheet,A sheet: Sheet MDF,0.247627,0.246004,0.246162,0.202562
sheet__MDF6,Simple,sheet,A sheet,0.218293,0.223309,0.223309,0.195931
sheet__PMMA10,Simple,sheet,A sheet,0.218293,0.223309,0.223309,0.194611
sheet__PMMA1p25,Simple,sheet,A sheet: Sheet acrylic,0.236952,0.232755,0.233721,0.199909
sheet__PMMA2,Simple,sheet,A sheet: Sheet acrylic,0.246034,0.232755,0.233721,0.194083
sheet__PMMA3,Simple,sheet,A sheet,0.218293,0.223309,0.221035,0.191916
