prompt_id,tier,craft_params,craft_symbolic,craft_edit_success,craft_render_valid,gpt4o_params,gpt4o_symbolic,gpt4o_edit_success,gpt4o_render_valid,gpt52_params,gpt52_symbolic,gpt52_edit_success,gpt52_render_valid
panel_meter__PZEM021,Complex,45,1.0000,1.0000,1.0000,0,0.0000,,,22,1.0000,1.0000,1.0000
pcb__ArduinoLeonardo,Complex,21,0.8182,1.0000,1.0000,0,0.0000,,,3,0.0000,1.0000,1.0000
pcb__ArduinoUno3,Complex,20,0.0000,1.0000,1.0000,0,0.0000,,,3,0.0000,1.0000,1.0000
pcb__BTT_RELAY_V1_2,Complex,29,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__BTT_SKR_E3_TURBO,Complex,21,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__BTT_SKR_MINI_E3_V2_0,Complex,18,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__BTT_SKR_V1_4_TURBO,Complex,7,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__Duex2,Complex,29,0.8750,1.0000,1.0000,0,0.0000,,,3,0.0000,1.0000,1.0000
pcb__Duex5,Complex,29,1.0000,1.0000,1.0000,0,0.0000,,,3,0.0000,1.0000,1.0000
pcb__ESP_01,Complex,4,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__ESP_01M,Complex,7,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__EnviroPlus,Complex,23,0.0000,1.0000,1.0000,0,0.0000,,,3,0.0000,1.0000,1.0000
pcb__Ethernet,Complex,11,1.0000,1.0000,1.0000,0,0.0000,,,3,0.0000,1.0000,1.0000
pcb__HW803_1WAY_RELAY,Complex,30,0.7619,1.0000,1.0000,0,0.0000,,,3,1.0000,1.0000,1.0000
pcb__KY_040,Complex,25,1.0000,1.0000,1.0000,0,0.0000,,,14,1.0000,1.0000,1.0000
pcb__Keyes5p1,Complex,23,0.8333,1.0000,1.0000,0,0.0000,,,3,0.0000,1.0000,1.0000
pcb__Melzi,Complex,17,0.0000,1.0000,1.0000,0,0.0000,,,3,0.0000,1.0000,1.0000
pcb__PI_IO,Complex,4,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__PSU12V1A,Complex,17,0.0000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
pcb__RAMPSEndstop,Complex,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__RPI0,Complex,11,0.3333,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__RPI3,Complex,26,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__RPI3A,Complex,8,0.5714,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__RPI4,Complex,15,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__RPI_Pico,Complex,29,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__TMC2130,Complex,27,1.0000,1.0000,1.0000,0,0.0000,,,6,0.6667,1.0000,1.0000
pcb__TP4056,Complex,37,0.7917,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__WD2002SJ,Complex,26,1.0000,1.0000,1.0000,0,0.0000,,,6,1.0000,1.0000,1.0000
pcb__XIAO,Complex,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pcb__ZC_A0591,Complex,4,1.0000,1.0000,1.0000,0,0.0000,,,5,1.0000,1.0000,1.0000
photo_interrupter__PH1,Simple,16,1.0000,1.0000,1.0000,0,0.0000,,,0,0.5000,,
pillar__M2x16_brass_pillar,Medium,9,0.7143,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pillar__M3x10_nylon_hex_pillar,Medium,14,0.6923,1.0000,1.0000,0,0.0000,,,3,0.0000,1.0000,1.0000
pillar__M3x13_hex_pillar,Medium,13,0.8000,1.0000,1.0000,0,0.0000,,,3,0.0000,1.0000,1.0000
pillar__M3x20_hex_pillar,Medium,5,0.7500,1.0000,1.0000,0,0.0000,,,2,0.0000,1.0000,1.0000
pillar__M3x20_nylon_hex_pillar,Medium,9,1.0000,1.0000,1.0000,0,0.0000,,,2,0.0000,1.0000,1.0000
pillar__M3x20_nylon_pillar,Medium,9,0.7500,1.0000,1.0000,0,0.0000,,,3,0.0000,1.0000,1.0000
pillar__M3x6_hex_pillar,Medium,6,0.8889,1.0000,1.0000,0,0.0000,,,2,0.0000,1.0000,1.0000
pillar__M4x17_nylon_pillar,Medium,8,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pillow_block__KP000,Medium,17,0.9130,1.0000,1.0000,9,0.0000,1.0000,1.0000,16,1.0000,1.0000,1.0000
pillow_block__KP001,Medium,28,1.0000,1.0000,1.0000,0,0.0000,,,16,0.5000,1.0000,1.0000
pillow_block__KP08_15,Medium,19,1.0000,1.0000,1.0000,9,0.0000,1.0000,1.0000,16,0.6667,1.0000,1.0000
pillow_block__KP08_18,Medium,23,1.0000,1.0000,1.0000,0,0.0000,,,13,1.0000,1.0000,1.0000
potentiometer__BTT_encoder,Complex,29,0.0000,1.0000,1.0000,0,0.0000,,,0,0.6429,,
potentiometer__KY_040_encoder,Complex,24,0.0000,1.0000,1.0000,0,0.0000,,,5,0.1667,1.0000,1.0000
pulley__GT2x12_pulley,Complex,12,1.0000,1.0000,1.0000,1,1.0000,1.0000,1.0000,8,1.0000,1.0000,1.0000
pulley__GT2x16_plain_idler,Complex,20,0.9231,1.0000,1.0000,0,0.0000,,,0,0.0000,,
pulley__GT2x16_pulley,Complex,10,1.0000,1.0000,1.0000,1,1.0000,1.0000,1.0000,8,1.0000,1.0000,1.0000
pulley__GT2x16_pulley_9,Complex,9,0.8333,1.0000,1.0000,1,1.0000,1.0000,1.0000,9,1.0000,1.0000,1.0000
pulley__GT2x16_toothed_idler,Complex,13,0.8571,1.0000,1.0000,1,1.0000,1.0000,1.0000,8,1.0000,1.0000,1.0000
pulley__GT2x16_toothed_idler_9,Complex,15,0.8889,1.0000,1.0000,1,1.0000,1.0000,1.0000,8,1.0000,1.0000,1.0000
pulley__GT2x16x7_plain_idler,Complex,16,0.6667,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
pulley__GT2x20_plain_idler,Complex,19,0.6400,1.0000,1.0000,0,0.0000,,,0,1.0000,,
pulley__GT2x20_pulley_9,Complex,20,0.7000,1.0000,1.0000,1,1.0000,1.0000,1.0000,8,1.0000,1.0000,1.0000
pulley__GT2x20_toothed_idler,Complex,17,1.0000,1.0000,1.0000,1,1.0000,1.0000,1.0000,9,1.0000,1.0000,1.0000
pulley__GT2x20_toothed_idler_9,Complex,13,1.0000,1.0000,1.0000,1,1.0000,1.0000,1.0000,9,1.0000,1.0000,1.0000
pulley__GT2x20ob_pulley,Complex,15,0.7500,1.0000,1.0000,1,1.0000,1.0000,1.0000,9,1.0000,1.0000,1.0000
pulley__GT2x20um_pulley,Complex,14,1.0000,1.0000,1.0000,1,1.0000,1.0000,1.0000,8,1.0000,1.0000,1.0000
pulley__GT2x80_pulley,Complex,16,0.9167,1.0000,1.0000,0,1.0000,,,9,1.0000,1.0000,1.0000
pulley__T2p5x16_pulley,Complex,16,1.0000,1.0000,1.0000,1,1.0000,1.0000,1.0000,9,1.0000,1.0000,1.0000
pulley__T5x10_pulley,Complex,13,0.8000,1.0000,1.0000,1,1.0000,1.0000,1.0000,11,0.5000,1.0000,1.0000
radial__ACT1100,Medium,10,0.0000,1.0000,0.9375,0,0.0000,,,0,0.0000,,
radial__ACT1700,Medium,5,1.0000,1.0000,1.0000,0,0.0000,,,0,0.2000,,
radial__ATX_CM_CHOKE,Medium,5,0.0000,1.0000,0.9375,0,0.0000,,,0,0.0000,,
radial__C_002RX,Medium,9,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
radial__HC49,Medium,3,0.0000,1.0000,0.8333,0,0.0000,,,0,0.0000,,
radial__HC49_4H,Medium,8,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
rail__HGH15CA,Simple,9,0.0000,1.0000,1.0000,0,0.0000,,,10,1.0000,1.0000,1.0000
rail__HGH20CA,Simple,18,0.9091,1.0000,1.0000,0,0.0000,,,11,1.0000,1.0000,1.0000
rail__MGN12,Simple,16,0.8571,1.0000,1.0000,0,0.0000,,,11,1.0000,1.0000,1.0000
rail__MGN15,Simple,5,0.8000,1.0000,1.0000,0,0.0000,,,11,1.0000,1.0000,1.0000
rail__MGN5,Simple,16,0.9000,1.0000,1.0000,0,0.0000,,,7,1.0000,1.0000,1.0000
rail__MGN7,Simple,4,0.8000,1.0000,1.0000,0,0.0000,,,3,1.0000,1.0000,1.0000
rail__MGN9,Simple,10,0.0000,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
rail__SSR15,Simple,10,1.0000,1.0000,1.0000,0,0.0000,,,8,1.0000,1.0000,1.0000
ring_terminal__M3_ringterm,Complex,14,0.0000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
ring_terminal__M3_ringterm_crimp,Complex,13,1.0000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
ring_terminal__M3_ringterm_cs,Complex,14,0.8421,1.0000,1.0000,0,0.0000,,,0,1.0000,,
rod_end__RE_m5_bearing,Complex,16,0.0000,1.0000,1.0000,0,0.0000,,,13,1.0000,1.0000,1.0000
screw__M2_cap_screw,Complex,10,0.0000,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
screw__M2_cs_cap_screw,Complex,10,1.0000,1.0000,1.0000,6,0.2500,0.0000,0.0000,0,0.0000,,
screw__M2_dome_screw,Complex,9,0.9091,1.0000,1.0000,0,0.0000,,,0,1.0000,,
screw__M2p5_cap_screw,Complex,9,0.4000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
screw__M2p5_dome_screw,Complex,7,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__M2p5_pan_screw,Complex,16,0.8462,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__M3_cap_screw,Complex,7,0.8000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__M3_cs_cap_screw,Complex,9,1.0000,1.0000,1.0000,6,0.0000,1.0000,1.0000,0,0.0000,,
screw__M3_dome_screw,Complex,9,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__M3_grub_screw,Complex,9,0.8889,1.0000,1.0000,0,0.0000,,,0,1.0000,,
screw__M3_hex_screw,Complex,5,1.0000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
screw__M3_low_cap_screw,Complex,9,0.6667,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__M3_pan_screw,Complex,8,1.0000,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
screw__M3_shoulder_screw,Complex,10,1.0000,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
screw__M4_cap_screw,Complex,8,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__M4_cs_cap_screw,Complex,15,0.8333,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__M4_dome_screw,Complex,11,0.8333,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
screw__M4_grub_screw,Complex,11,0.6000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
screw__M4_hex_screw,Complex,5,1.0000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
screw__M4_pan_screw,Complex,8,1.0000,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
screw__M4_shoulder_screw,Complex,11,1.0000,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
screw__M5_cap_screw,Complex,12,0.7500,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__M5_cs_cap_screw,Complex,15,1.0000,1.0000,1.0000,0,0.0000,,,6,1.0000,1.0000,1.0000
screw__M5_dome_screw,Complex,11,0.8750,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__M5_grub_screw,Complex,9,0.8261,1.0000,1.0000,0,0.0000,,,0,1.0000,,
screw__M5_hex_screw,Complex,9,1.0000,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
screw__M5_pan_screw,Complex,13,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__M6_cap_screw,Complex,10,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__M6_cs_cap_screw,Complex,12,0.8182,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__M6_dome_screw,Complex,8,1.0000,1.0000,1.0000,0,0.0000,,,4,0.0000,1.0000,1.0000
screw__M6_grub_screw,Complex,15,0.0000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
screw__M6_hex_screw,Complex,8,1.0000,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
screw__M6_pan_screw,Complex,11,0.7857,1.0000,1.0000,0,0.0000,,,6,1.0000,1.0000,1.0000
screw__M8_cap_screw,Complex,9,0.8000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__M8_cs_cap_screw,Complex,10,0.6667,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__M8_dome_screw,Complex,14,1.0000,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
screw__M8_hex_screw,Complex,7,0.8571,1.0000,1.0000,0,0.0000,,,0,1.0000,,
screw__No2_screw,Complex,8,1.0000,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
screw__No4_screw,Complex,5,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__No632_pan_screw,Complex,11,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__No6_cs_screw,Complex,10,1.0000,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
screw__No6_screw,Complex,16,0.7647,1.0000,1.0000,0,0.0000,,,0,0.0000,,
screw__No8_screw,Complex,12,1.0000,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
servo_motor__Lichuan_M01330_80ST,Medium,20,0.0000,1.0000,1.0000,0,0.0000,,,17,1.0000,1.0000,1.0000
servo_motor__Lichuan_M02430_80ST,Medium,20,0.7368,1.0000,1.0000,0,0.0000,,,26,1.0000,1.0000,1.0000
servo_motor__Lichuan_M03530_80ST,Medium,23,0.9412,1.0000,1.0000,0,0.0000,,,24,1.0000,1.0000,1.0000
servo_motor__Lichuan_M04030_80ST,Medium,21,1.0000,1.0000,1.0000,0,0.0000,,,18,1.0000,1.0000,1.0000
shaft_coupling__SC_5x8_rigid,Medium,16,0.0000,1.0000,1.0000,0,0.0000,,,13,1.0000,1.0000,1.0000
shaft_coupling__SC_6x8_flex,Medium,24,0.7647,1.0000,1.0000,0,0.0000,,,12,1.0000,1.0000,1.0000
sheet__AL1_6,Simple,13,0.0000,1.0000,1.0000,0,0.0000,,,3,0.0000,1.0000,1.0000
sheet__AL2,Simple,7,0.8636,1.0000,1.0000,0,0.0000,,,0,1.0000,,
sheet__AL3,Simple,12,0.0000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
sheet__AL6,Simple,11,1.0000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
sheet__AL8,Simple,6,0.0000,0.6250,0.6250,0,0.0000,,,0,1.0000,,
sheet__CF1,Simple,9,0.7500,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__CF2,Simple,9,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__CF3,Simple,10,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__Cardboard,Simple,15,1.0000,1.0000,1.0000,0,0.0000,,,6,1.0000,1.0000,1.0000
sheet__DiBond,Simple,9,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__DiBond6,Simple,7,0.5714,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__Foam20,Simple,12,0.9429,1.0000,0.1250,0,0.0000,,,0,1.0000,,
sheet__FoilTape,Simple,11,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__MDF10,Simple,7,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__MDF12,Simple,3,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__MDF18,Simple,10,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__MDF19,Simple,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__MDF22,Simple,10,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__MDF3,Simple,6,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__MDF6,Simple,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__PMMA10,Simple,8,0.0000,0.7500,0.7500,0,0.0000,,,0,0.0000,,
sheet__PMMA1p25,Simple,9,0.8333,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__PMMA2,Simple,9,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__PMMA3,Simple,5,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__PMMA6,Simple,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__PMMA8,Simple,8,1.0000,1.0000,1.0000,0,0.0000,,,3,1.0000,1.0000,1.0000
sheet__Sellotape,Simple,7,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sheet__Silicone3,Simple,11,0.0000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
sheet__Spring08,Simple,17,0.9333,1.0000,0.1250,0,0.0000,,,9,1.0000,1.0000,0.8750
sheet__Steel06,Simple,8,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
sk_bracket__SK10,Medium,13,0.7500,1.0000,1.0000,0,0.0000,,,12,1.0000,1.0000,1.0000
sk_bracket__SK12,Medium,11,0.8333,1.0000,1.0000,0,0.0000,,,15,0.8571,1.0000,1.0000
sk_bracket__SK16,Medium,18,0.7059,1.0000,1.0000,0,0.0000,,,13,1.0000,1.0000,1.0000
sk_bracket__SK8,Medium,15,1.0000,1.0000,1.0000,0,0.0000,,,14,1.0000,1.0000,1.0000
smd__SOIC14,Medium,4,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
smd__SOIC16,Medium,4,1.0000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
smd__SOIC18,Medium,12,0.0000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
smd__SOIC8,Medium,3,0.0000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
smd__SOT223,Medium,11,0.0000,0.9375,0.9375,0,0.0000,,,0,1.0000,,
smd__SOT23,Medium,11,0.0000,1.0000,1.0000,0,0.0000,,,0,0.5000,,
smd__SOT23_6,Medium,11,1.0000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
smd__TSOT23_8,Medium,4,1.0000,1.0000,1.0000,0,0.0000,,,0,0.7500,,
ssr__SSR10DA,Medium,4,0.7000,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
ssr__SSR25DA,Medium,18,0.8889,1.0000,1.0000,0,0.0000,,,7,1.0000,1.0000,1.0000
stepper_motor__NEMA14_36,Complex,23,1.0000,1.0000,1.0000,0,0.0000,,,10,0.0000,1.0000,1.0000
stepper_motor__NEMA16_19,Complex,16,1.0000,1.0000,1.0000,0,0.0000,,,9,0.0000,1.0000,1.0000
stepper_motor__NEMA17_27,Complex,42,1.0000,1.0000,1.0000,0,0.0000,,,10,0.0000,1.0000,1.0000
stepper_motor__NEMA17_34,Complex,15,0.0000,1.0000,1.0000,0,0.0000,,,9,1.0000,0.0000,0.0000
stepper_motor__NEMA17_40,Complex,15,1.0000,1.0000,1.0000,0,0.0000,,,10,0.0000,1.0000,1.0000
stepper_motor__NEMA17_40L280,Complex,14,1.0000,1.0000,1.0000,0,0.0000,,,10,1.0000,1.0000,1.0000
stepper_motor__NEMA17_47,Complex,46,1.0000,1.0000,1.0000,0,0.0000,,,11,0.0000,1.0000,1.0000
stepper_motor__NEMA17_47L80,Complex,15,0.3333,1.0000,1.0000,0,0.0000,,,9,0.0000,1.0000,1.0000
stepper_motor__NEMA23_51,Complex,21,1.0000,1.0000,1.0000,0,0.0000,,,10,0.0000,1.0000,1.0000
stepper_motor__NEMA8_30,Complex,28,0.0000,1.0000,1.0000,0,0.0000,,,10,0.0000,1.0000,1.0000
stepper_motor__NEMA8_30BH,Complex,28,0.0000,1.0000,1.0000,0,0.0000,,,9,0.0000,1.0000,1.0000
swiss_clip__UKPFS1008_10,Medium,25,1.0000,1.0000,1.0000,0,0.0000,,,15,0.9091,1.0000,1.0000
toggle__AP5236,Complex,8,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
toggle__AP5236_pin,Complex,11,0.9091,1.0000,1.0000,0,0.0000,,,10,0.0000,1.0000,1.0000
toggle__CK7000_pin,Complex,10,0.7143,1.0000,1.0000,0,0.0000,,,2,1.0000,1.0000,1.0000
toggle__CK7000_tag,Complex,8,1.0000,1.0000,1.0000,0,0.0000,,,8,1.0000,1.0000,1.0000
toggle__CK7101,Complex,18,1.0000,1.0000,1.0000,0,0.0000,,,11,1.0000,1.0000,1.0000
toggle__CK7105,Complex,21,0.9333,1.0000,1.0000,0,0.0000,,,11,1.0000,1.0000,1.0000
toggle__MS332F,Complex,22,0.8889,1.0000,1.0000,0,0.0000,,,10,0.0000,1.0000,1.0000
toggle__MS332F_pin,Complex,9,1.0000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
transformer__CCM300,Medium,13,0.9333,1.0000,1.0000,0,0.0000,,,4,1.0000,1.0000,1.0000
transformer__SMALLTX,Medium,20,0.9048,1.0000,1.0000,0,0.0000,,,9,1.0000,1.0000,1.0000
tubing__CARBONFIBER10,Medium,7,0.0000,1.0000,0.9375,0,0.0000,,,3,1.0000,1.0000,1.0000
tubing__HSHRNK100,Medium,10,0.2500,1.0000,1.0000,0,0.0000,,,0,1.0000,,
tubing__HSHRNK16,Medium,18,0.6000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
tubing__HSHRNK24,Medium,6,0.6000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
tubing__HSHRNK32,Medium,9,0.5000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
tubing__HSHRNK64,Medium,9,0.4000,1.0000,1.0000,0,0.0000,,,0,1.0000,,
tubing__NEOP85,Medium,7,0.4000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
tubing__PF7,Medium,6,1.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
tubing__PTFE07,Medium,7,0.2500,1.0000,1.0000,0,0.0000,,,0,0.0000,,
tubing__PTFE20,Medium,6,0.3333,1.0000,1.0000,0,0.0000,,,0,0.0000,,
tubing__PTFE2_3,Medium,6,0.5000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
tubing__PTFE2_4,Medium,7,0.6000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
tubing__PTFE4_6,Medium,7,0.6000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
tubing__PVC64,Medium,6,0.4000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
tubing__PVC85,Medium,7,0.3333,1.0000,1.0000,0,0.0000,,,0,0.0000,,
tubing__STFE4_3p2_CLR,Medium,6,0.6667,1.0000,1.0000,0,0.0000,,,0,1.0000,,
tubing__STFE4_6p4_CLR,Medium,8,0.8333,1.0000,1.0000,0,0.0000,,,0,1.0000,,
variac__DURATRAKV5HM,Medium,22,0.8889,1.0000,1.0000,0,0.0000,,,1,0.7500,1.0000,1.0000
variac__RAVISTAT1F1,Medium,23,0.8750,1.0000,1.0000,0,0.0000,,,2,0.3333,1.0000,1.0000
washer__M2_washer,Simple,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
washer__M2p5_washer,Simple,3,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
washer__M3_penny_washer,Simple,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
washer__M3_rubber_washer,Simple,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
washer__M3_washer,Simple,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
washer__M3p5_washer,Simple,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
washer__M4_penny_washer,Simple,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
washer__M4_washer,Simple,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
washer__M5_penny_washer,Simple,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
washer__M5_washer,Simple,3,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
washer__M6_penny_washer,Simple,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
washer__M6_washer,Simple,3,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
washer__M8_penny_washer,Simple,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
washer__M8_washer,Simple,4,0.0000,1.0000,1.0000,0,0.0000,,,0,0.0000,,
